train_no,train_name,source_station_name,destination_station_name,distance,timetotravel,Base_Fare,source_state,destination_state
12452.0,SHRAM SHKTI,NEW DELHI,KANPUR CENTRAL .,502.254,7.146111111,182.73867692310256,Delhi,Unknown
12453.0,RNC-NDLS,RANCHI,NEW DELHI,1291.496,20.84,577.1250286345893,Unknown,Delhi
12454.0,NDLS-RNC,NEW DELHI,RANCHI,1292.83,20.95916667,473.8528214403662,Delhi,Unknown
12455.0,DEE- BKN EXP,DELHI-SARAI ROHILLA,BIKANER .,446.002,8.480277778,679.2168653120044,Delhi,Unknown
12456.0,BKN-DEE  EXP,BIKANER .,DELHI-SARAI ROHILLA,430.708,8.5875,672.350089314805,Unknown,Delhi
12457.0,DEE BKN  S F,DELHI-SARAI ROHILLA,BIKANER .,446.002,8.480277778,553.3365411485468,Delhi,Unknown
12458.0,BKN DEE S F,BIKANER .,DELHI-SARAI ROHILLA,430.708,8.5875,197.01913077417183,Unknown,Delhi
12459.0,ASR-NDLS EXP,NEW DELHI,AMRITSAR .,480.713,8.533888889,430.9686823968199,Delhi,Unknown
12460.0,ASR-NDLS EXP,AMRITSAR .,NEW DELHI,481.705,8.519166667,332.8204957504653,Unknown,Delhi
12461.0,MANDOR EXPRE,DELHI .,JODHPUR .,658.839,10.77055556,220.50867622211547,Delhi,Unknown
12462.0,MANDOR EXPRE,JODHPUR .,DELHI .,663.068,10.82527778,284.82569891347504,Unknown,Delhi
12463.0,RAJSTHN S KR,DELHI-SARAI ROHILLA,JODHPUR .,653.959,10.56055556,362.5869390791782,Delhi,Unknown
12464.0,RJSTHN S KRN,JODHPUR .,DELHI-SARAI ROHILLA,656.735,10.69611111,193.84835240876583,Unknown,Delhi
12465.0,RANTHAMBORE,INDORE BG,JODHPUR .,636.351,11.84527778,98.68918651242466,Unknown,Unknown
12466.0,INTERCITY EX,JODHPUR .,INDORE BG,636.837,11.86416667,450.4767826267438,Unknown,Unknown
12467.0,LEELAN EXP,JAISALMER,JAIPUR .,600.782,10.3525,525.6136502609033,Unknown,Rajasthan
12468.0,LEELAN EXP,JAIPUR .,JAISALMER,567.747,10.51138889,637.9262126060897,Rajasthan,Unknown
12469.0,CNB-JAT EXPR,KANPUR CENTRAL .,JAMMU TAWI,1112.319,18.23833333,548.8951511959788,Unknown,Unknown
12470.0,JAT-CNB EXPR,JAMMU TAWI,KANPUR CENTRAL .,1103.471,17.77111111,516.2137770553962,Unknown,Unknown
12471.0,SWARAJ EXPRE,BANDRA TERMINUS,SHRI MATA VAISHNO DEVI KATRA,1923.251,35.08333333,531.3071912304014,Unknown,Jammu and Kashmir
12472.0,SWARAJ EXPRE,SHRI MATA VAISHNO DEVI KATRA,BANDRA TERMINUS,1925.117,34.9075,128.91121915565623,Jammu and Kashmir,Unknown
12473.0,SARVODAYA EX,AHMEDABAD,SHRI MATA VAISHNO DEVI KATRA,1402.083,25.23333333,114.23044072945146,Unknown,Jammu and Kashmir
12474.0,SARVODAYA EX,SHRI MATA VAISHNO DEVI KATRA,AHMEDABAD,1406.15,24.96972222,416.5337582504062,Jammu and Kashmir,Unknown
12475.0,HAPA JAT EXP,HAPA,SHRI MATA VAISHNO DEVI KATRA,809.2877009,10.11609626,198.57766735704607,Unknown,Jammu and Kashmir
12476.0,SARVODAYA EX,SHRI MATA VAISHNO DEVI KATRA,HAPA,614.414879,7.680185987,198.3899545862076,Jammu and Kashmir,Unknown
12477.0,JAM SVDK EXP,JAMNAGAR,SHRI MATA VAISHNO DEVI KATRA,1560.463,27.64694444,392.0792412090776,Unknown,Jammu and Kashmir
12478.0,SVDK- JAMNAG,SHRI MATA VAISHNO DEVI KATRA,JAMNAGAR,1559.106,27.30527778,339.1740954436631,Jammu and Kashmir,Unknown
12479.0,SURYA NAGRI,JODHPUR .,BANDRA TERMINUS,963.0,17.90527778,335.76525851128736,Unknown,Unknown
12480.0,SURYANAGARI,BANDRA TERMINUS,JODHPUR .,964.207,17.7225,637.6933114935586,Unknown,Unknown
12481.0,INTERCITY EX,DELHI .,SHRI GANGANAGAR,417.321,7.083055556,385.1253868280424,Delhi,Unknown
12482.0,INTERCITY EX,SHRI GANGANAGAR,DELHI .,419.6,7.088888889,515.7287688482689,Unknown,Delhi
12483.0,KCVL EXPRESS,KOCHUVELI,AMRITSAR .,3326.087,55.34027778,455.7758681309919,Unknown,Unknown
12484.0,KCVL EXPRESS,AMRITSAR .,KOCHUVELI,3354.195,55.76777778,383.7833273564093,Unknown,Unknown
12485.0,NED SGNR EXP,NANDED,SHRI GANGANAGAR,1583.509,29.17944444,252.7622550921625,Unknown,Unknown
12486.0,SGNR NED EXP,SHRI GANGANAGAR,NANDED,1575.763,29.19583333,237.8275111563864,Unknown,Unknown
12487.0,JBN-ANVT SUP,JOGBANI,ANAND VIHAR TERMINAL,1320.574,20.30166667,297.63476820933744,Unknown,Unknown
12488.0,ANVT-JBNSUPE,ANAND VIHAR TERMINAL,JOGBANI,1322.195,20.49361111,118.20448315542636,Unknown,Unknown
12489.0,BKN DDR SF E,BIKANER .,DADAR,1182.346,21.77,469.396616237104,Unknown,Unknown
12490.0,DDR BIKANER,DADAR,BIKANER .,1179.078,21.38638889,408.5305085826441,Unknown,Unknown
12491.0,MOURDHWAJ EX,BARAUNI .,JAMMU TAWI,1771.305,27.76305556,439.69011834236113,Unknown,Unknown
12492.0,MOURDHAJ EXP,JAMMU TAWI,BARAUNI .,1764.737,27.63083333,497.9166762482523,Unknown,Unknown
12493.0,PUNE-NZM AC,PUNE .,HAZRAT NIZAMUDDIN,1375.318,24.65638889,150.0721050332873,Unknown,Unknown
12494.0,NZM-PUNE AC,HAZRAT NIZAMUDDIN,PUNE .,1419.638,24.73916667,601.0822413006422,Unknown,Unknown
12495.0,BKN KOAA SUP,BIKANER .,KOLKATA,1935.827,32.82916667,554.028035946292,Unknown,West Bengal
12496.0,PRATAP EXPRE,KOLKATA,BIKANER .,1933.968,32.25166667,675.3975281943316,West Bengal,Unknown
12497.0,SHANE PUNJAB,NEW DELHI,AMRITSAR .,480.713,8.533888889,140.8388213051686,Delhi,Unknown
12498.0,SHANE PUNJAB,AMRITSAR .,NEW DELHI,481.705,8.519166667,114.08744502181855,Unknown,Delhi
12501.0,POORVATTAR S,GUWAHATI,NEW DELHI,1905.353,32.78333333,513.7374083325708,Unknown,Delhi
12502.0,POORVATTAR S,NEW DELHI,GUWAHATI,1908.509,33.67527778,346.1201328817118,Delhi,Unknown
12503.0,BNC - KYQ HU,BANGALORE CANTT.,KAMAKHYA,2867.826,54.66,171.43280245907582,Karnataka,Unknown
12504.0,KYQ - BNC HU,KAMAKHYA,BANGALORE CANTT.,2924.206,54.23861111,110.02221697899007,Unknown,Karnataka
12505.0,NORTHEAST EX,GUWAHATI,ANAND VIHAR TERMINAL,1900.876,32.80722222,371.1626433081085,Unknown,Unknown
12506.0,NORTHEAST EX,ANAND VIHAR TERMINAL,GUWAHATI,1903.95,33.62944444,261.21041732566147,Unknown,Unknown
12507.0,TVC - SCL EX,TRIVANDRUM CENTRAL,SILCHAR,3732.33,72.89805556,495.4522119901184,Unknown,Unknown
12508.0,SCL - TVC EX,SILCHAR,TRIVANDRUM CENTRAL,3730.027,72.53,600.5528070220979,Unknown,Unknown
12509.0,SBC -GHY EXP,BANGALORE CANTT.,GUWAHATI,2871.169,54.63527778,217.72332392235947,Karnataka,Unknown
12510.0,GHY-SBC EXP,GUWAHATI,BANGALORE CANTT.,2928.826,54.22583333,568.7994904923063,Unknown,Karnataka
12511.0,RAPTISAGAR E,GORAKHPUR .,TRIVANDRUM CENTRAL,2772.735,48.24833333,483.27223273735024,Unknown,Unknown
12512.0,RAPTISAGAR E,TRIVANDRUM CENTRAL,GORAKHPUR .,2771.453,48.02583333,114.86171792559708,Unknown,Unknown
12513.0,SC - GHY EXP,SECUNDERABAD .,GUWAHATI,2331.503,45.84138889,645.879377662524,Unknown,Unknown
12514.0,GHY - SC EXP,GUWAHATI,SECUNDERABAD .,2332.208,45.0675,384.1841859344634,Unknown,Unknown
12515.0,TVC - SCL EX,TRIVANDRUM CENTRAL,SILCHAR,3732.33,72.89805556,212.32393219705955,Unknown,Unknown
12516.0,SCL -TVC EXP,SILCHAR,TRIVANDRUM CENTRAL,3730.027,72.53,657.7402152095071,Unknown,Unknown
12517.0,GARIB RATH E,KOLKATA,GUWAHATI,1008.16,21.9725,344.12397272371203,West Bengal,Unknown
12518.0,GARIB RATH E,GUWAHATI,KOLKATA,1007.14,21.55638889,237.6291919597406,Unknown,West Bengal
12519.0,LTT-KYQ AC E,LOKMANYA TILAK TERMINUS,KAMAKHYA,2601.146,47.28277778,499.6947427404915,Unknown,Unknown
12520.0,KYQ-LTT AC E,KAMAKHYA,LOKMANYA TILAK TERMINUS,2600.248,46.41944444,224.32520262245487,Unknown,Unknown
12521.0,RAPTI SAGAR,BARAUNI .,ERNAKULAM.,2713.775,48.45722222,534.4452902846481,Unknown,Unknown
12522.0,RAPTI SAGAR,ERNAKULAM.,BARAUNI .,2712.951,48.16805556,600.5220843214435,Unknown,Unknown
12523.0,NJP-NDLS BI-,NEW JALPAIGURI,NEW DELHI,1486.948,23.65277778,112.38282356999215,Unknown,Delhi
12524.0,NDLS-NJP BI-,NEW DELHI,NEW JALPAIGURI,1489.688,24.13888889,465.0812615297211,Delhi,Unknown
12525.0,KOAA - DBRG,KOLKATA,DIBRUGARH,1393.264,30.88194444,178.28362566501647,West Bengal,Unknown
12526.0,DBRG - KOAA,DIBRUGARH,KOLKATA,1391.853,30.48111111,584.3887878975058,Unknown,West Bengal
12527.0,RMR-CDG - WE,RAMNAGAR,CHANDIGARH,385.511,7.558055556,208.42739725773416,Unknown,Unknown
12529.0,PPTA LJN S F,PATLIPUTRA,LUCKNOW .,1026.119277,12.82649096,300.20774706959185,Unknown,Uttar Pradesh
12530.0,LJN PPTA S F,LUCKNOW .,PATLIPUTRA,1799.649231,22.49561539,192.9356810185033,Uttar Pradesh,Unknown
12531.0,INTERCITY EX,GORAKHPUR .,LUCKNOW .,291.479,5.31,202.77944934724303,Unknown,Uttar Pradesh
12532.0,LJN- GKP INT,LUCKNOW .,GORAKHPUR .,291.373,5.291666667,185.1957297028892,Uttar Pradesh,Unknown
12533.0,PUSHPAK SF E,LUCKNOW .,CST-MUMBAI,1389.839,26.38305556,298.6358699175676,Uttar Pradesh,Maharashtra
12534.0,PUSHPAK SF E,CST-MUMBAI,LUCKNOW .,1391.162,26.37138889,461.2712444842118,Maharashtra,Uttar Pradesh
12535.0,GARIB RATH,LUCKNOW .,RAIPUR .,782.766,17.52694444,553.3207793739539,Uttar Pradesh,Unknown
12536.0,GARIB RATH,RAIPUR .,LUCKNOW .,815.492,17.495,536.5386451922379,Unknown,Uttar Pradesh
12537.0,MANDUADIH EX,MUZAFFARPUR .,MANDUADIH,314.184,7.066111111,537.1232622458855,Unknown,Unknown
12538.0,MUV MFP EXPR,MANDUADIH,MUZAFFARPUR .,316.155,6.948888889,238.90936338866533,Unknown,Unknown
12539.0,YPR-LKO EXPR,YESVANTPUR .,LUCKNOW .,1870.628,33.59972222,453.7804897364568,Unknown,Uttar Pradesh
12540.0,LKO-YPR EXPR,LUCKNOW .,YESVANTPUR .,1874.403,33.90833333,470.35152049731937,Uttar Pradesh,Unknown
12541.0,GKP-LTT-SUPE,GORAKHPUR .,LOKMANYA TILAK TERMINUS,1727.581,27.83805556,518.1700970994119,Unknown,Unknown
12542.0,LTT-GKP-SUPE,LOKMANYA TILAK TERMINUS,GORAKHPUR .,1728.293,28.10055556,381.9363058335383,Unknown,Unknown
12545.0,KARMBHOOMI E,RAXAUL .,LOKMANYA TILAK TERMINUS,1847.421,31.50055556,280.12672688831793,Unknown,Unknown
12546.0,KARMBHOOMI E,LOKMANYA TILAK TERMINUS,RAXAUL .,1850.957,31.88222222,680.6179658599233,Unknown,Unknown
12547.0,AF-ADI SUPER,AGRA  FORT,AHMEDABAD,916.775,15.27333333,379.6284779605501,Unknown,Unknown
12548.0,ADI-AF SUPER,AHMEDABAD,AGRA  FORT,874.289,15.56583333,379.1266005246069,Unknown,Unknown
12549.0,DURG - JAT S,DURG,JAMMU TAWI,1869.837,33.05972222,625.1932793508853,Unknown,Unknown
12550.0,JAT - DURG S,JAMMU TAWI,DURG,1868.189,32.66944444,271.5514075654242,Unknown,Unknown
12551.0,YPR - KYQ AC,YESVANTPUR .,KAMAKHYA,2877.916,54.84916667,145.31678919294362,Unknown,Unknown
12552.0,KYQ - YPR AC,KAMAKHYA,YESVANTPUR .,2921.911,54.15944444,599.0003520385587,Unknown,Unknown
12553.0,VAISHALI EXP,BARAUNI .,NEW DELHI,1160.816,16.8175,376.80856591224034,Unknown,Delhi
12554.0,VAISHALI EXP,NEW DELHI,BARAUNI .,1163.52,17.00583333,289.79127114164805,Delhi,Unknown
12555.0,GORAKHDHAM E,GORAKHPUR .,HISAR,1006.93,15.42361111,168.15915481673295,Unknown,Unknown
12556.0,GORAKHDHAM E,HISAR,GORAKHPUR .,1013.235,15.40277778,580.6884709583472,Unknown,Unknown
12557.0,SAPT KRANTI,MUZAFFARPUR .,ANAND VIHAR TERMINAL,1094.795,16.25972222,449.7339227320447,Unknown,Unknown
12558.0,SAPT KRANTI,ANAND VIHAR TERMINAL,MUZAFFARPUR .,1098.365,16.395,144.00326525281585,Unknown,Unknown
12559.0,SHIV GANGA E,MANDUADIH,NEW DELHI,850.017,12.00722222,189.50847859309212,Unknown,Delhi
12560.0,SHIVGANGA,NEW DELHI,MANDUADIH,854.917,12.04611111,94.58680006225003,Delhi,Unknown
12561.0,SWATANTRTA S,JAYNAGAR,NEW DELHI,1220.083,18.82111111,421.7056791276667,Unknown,Delhi
12562.0,SWATANTRTA S,NEW DELHI,JAYNAGAR,1223.14,19.14333333,558.066957164388,Delhi,Unknown
12565.0,BIHAR SAMPAR,DARBHANGA .,NEW DELHI,1167.16,17.53916667,698.0633434625192,Unknown,Delhi
12566.0,BIHAR SAMPAR,NEW DELHI,DARBHANGA .,1169.698,17.80611111,144.3785861963574,Delhi,Unknown
12567.0,SHC-PNBE RAJ,SAHARSA .,PATNA .,180.173,4.984444444,464.9204640612053,Unknown,Unknown
12568.0,PNBE-SHC RAJ,PATNA .,SAHARSA .,179.862,5.118611111,548.6611672217394,Unknown,Unknown
12569.0,JYG -ANVT GA,JAYNAGAR,ANAND VIHAR TERMINAL,1215.606,18.845,315.47502881543,Unknown,Unknown
12570.0,ANVT-JYG GAR,ANAND VIHAR TERMINAL,JAYNAGAR,1218.581,19.0975,123.5800829989965,Unknown,Unknown
12572.0,ANVT-GKP HAM,ANAND VIHAR TERMINAL,GORAKHPUR .,825.912,12.07166667,666.657063640477,Unknown,Unknown
12577.0,BAGMATI EXP,DARBHANGA .,MYSORE .,2339.65,41.31361111,354.9336701057088,Unknown,Unknown
12578.0,BAGMATI  EXP,MYSORE .,DARBHANGA .,2338.804,41.29833333,295.22415282519097,Unknown,Unknown
12581.0,MUV-NDLS-SUP,MANDUADIH,NEW DELHI,850.017,12.00722222,466.1154132899966,Unknown,Delhi
12582.0,NDLS-MUV-SUP,NEW DELHI,MANDUADIH,854.917,12.04611111,129.43565282599573,Delhi,Unknown
12587.0,AMAR NATH EX,GORAKHPUR .,JAMMU TAWI,1437.853,23.11833333,286.7760468253863,Unknown,Unknown
12588.0,JAMMU GKP EX,JAMMU TAWI,GORAKHPUR .,1431.688,22.7425,361.5431492113387,Unknown,Unknown
12589.0,GKP-SC EXP,GORAKHPUR .,SECUNDERABAD .,1454.921,26.49888889,112.7082303896094,Unknown,Unknown
12590.0,SC-GKP EXP,SECUNDERABAD .,GORAKHPUR .,1455.307,26.68388889,85.57685676860052,Unknown,Unknown
12591.0,GKP-SBC EXP,GORAKHPUR .,YESVANTPUR .,2049.244,35.57805556,624.8616887640143,Unknown,Unknown
12592.0,SBC-GKP EXP,YESVANTPUR .,GORAKHPUR .,2049.945,35.62611111,488.2452871596002,Unknown,Unknown
12593.0,LJN-BPL-EXP,LUCKNOW .,BHOPAL,642.897,13.18861111,314.2408629616671,Uttar Pradesh,Unknown
12594.0,BPL-LJN-EXP,BHOPAL,LUCKNOW .,645.733,13.26055556,350.3312967088368,Unknown,Uttar Pradesh
12595.0,GKP-ANVT HAM,GORAKHPUR .,ANAND VIHAR TERMINAL,822.887,12.19666667,412.50611339907175,Unknown,Unknown
12596.0,ANVT-GKP HAM,ANAND VIHAR TERMINAL,GORAKHPUR .,825.912,12.07166667,282.0075354188609,Unknown,Unknown
12597.0,GKP-CSMT-WEE,GORAKHPUR .,CST-MUMBAI,1744.643,28.19138889,606.5899865580548,Unknown,Maharashtra
12598.0,CSMT-GKP -WE,CST-MUMBAI,GORAKHPUR .,1744.87,28.35361111,631.8356442413381,Maharashtra,Unknown
12601.0,MANGALORE MA,CHENNAI CENTRAL,MANGALORE CENTRAL,701.768,13.82916667,143.405754641538,Tamil Nadu,Unknown
12602.0,CHENNAI MAIL,MANGALORE CENTRAL,CHENNAI CENTRAL,700.077,13.82138889,325.70796284249707,Unknown,Tamil Nadu
12603.0,HYDERABAD EX,CHENNAI CENTRAL,HYDERABAD DECCAN,628.863,11.49138889,377.1531462096392,Tamil Nadu,Telangana
12604.0,CHENNAI EXP,HYDERABAD DECCAN,CHENNAI CENTRAL,632.124,11.52888889,377.3765510018568,Telangana,Tamil Nadu
12605.0,MS-KKDI PALL,CHENNAI EGMORE,KARAIKKUDI,416.934,7.355833333,574.9248144319214,Tamil Nadu,Unknown
12606.0,KKDI-MS PALL,KARAIKKUDI,CHENNAI EGMORE,416.997,7.235555556,271.1479366989116,Unknown,Tamil Nadu
12607.0,MAS-SBC LALB,CHENNAI CENTRAL,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),352.825,7.346944444,201.92098733321487,Tamil Nadu,Unknown
12608.0,SBC-MAS LALB,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),CHENNAI CENTRAL,349.821,7.148055556,619.0459804209843,Unknown,Tamil Nadu
12609.0,MAS-SBC EXP,CHENNAI CENTRAL,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),352.825,7.346944444,441.13287687615446,Tamil Nadu,Unknown
12610.0,SBC-MAS EXP,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),CHENNAI CENTRAL,349.821,7.148055556,497.3590213185325,Unknown,Tamil Nadu
12611.0,MAS-NZM GARI,CHENNAI CENTRAL,HAZRAT NIZAMUDDIN,2177.885,38.65222222,367.0210108504591,Tamil Nadu,Unknown
12612.0,NZM-MAS GARI,HAZRAT NIZAMUDDIN,CHENNAI CENTRAL,2181.577,38.65972222,319.3145718086979,Unknown,Tamil Nadu
12613.0,TIPU EXPRESS,MYSORE .,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),141.581,2.548333333,342.46474411969547,Unknown,Unknown
12614.0,TIPPU EXP,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),MYSORE .,142.301,2.570277778,216.7084573783073,Unknown,Unknown
12615.0,MAS-NDLS GRA,CHENNAI CENTRAL,DELHI-SARAI ROHILLA,2190.342,38.97,301.72745395794374,Tamil Nadu,Delhi
12616.0,G T EXPRESS,DELHI-SARAI ROHILLA,CHENNAI CENTRAL,2193.734,39.03583333,592.2593774770295,Delhi,Tamil Nadu
12617.0,MANGALA LDWE,ERNAKULAM.,HAZRAT NIZAMUDDIN,2583.49,45.0375,458.7342680321299,Unknown,Unknown
12618.0,MNGLA LKSDP,HAZRAT NIZAMUDDIN,ERNAKULAM.,2609.199,45.48083333,601.4822728956824,Unknown,Unknown
12619.0,MATSYAGANDHA,LOKMANYA TILAK TERMINUS,MANGALORE CENTRAL,909.604,18.0075,366.65372639544256,Unknown,Unknown
12620.0,MATSYAGANDA,MANGALORE CENTRAL,LOKMANYA TILAK TERMINUS,908.855,17.82722222,255.9814751552664,Unknown,Unknown
12621.0,MAS-NDLS TAM,CHENNAI CENTRAL,NEW DELHI,2184.452,38.77805556,109.04148883095742,Tamil Nadu,Delhi
12622.0,NDLS-MAS TAM,NEW DELHI,CHENNAI CENTRAL,2190.442,38.81972222,291.8160797432757,Delhi,Tamil Nadu
12623.0,TRIVANDRUM M,CHENNAI CENTRAL,TRIVANDRUM CENTRAL,776.197,13.60944444,152.91148083711545,Tamil Nadu,Unknown
12624.0,CHENNAI MAIL,TRIVANDRUM CENTRAL,CHENNAI CENTRAL,774.594,13.22222222,224.3021308087449,Unknown,Tamil Nadu
12625.0,KERALA EXPRE,TRIVANDRUM CENTRAL,NEW DELHI,2865.516,47.90138889,629.6769277482398,Unknown,Delhi
12626.0,NDLS-TVC KER,NEW DELHI,TRIVANDRUM CENTRAL,2894.497,48.53472222,78.98677134219737,Delhi,Unknown
12627.0,SBC-NDLS KAR,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),NEW DELHI,2140.974,35.73805556,487.9615195522322,Unknown,Delhi
12628.0,NDLS-SBC KAR,NEW DELHI,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),2170.407,36.1775,255.86914281499,Delhi,Unknown
12629.0,SAMPARKRANTH,YESVANTPUR .,HAZRAT NIZAMUDDIN,2129.566,35.5475,425.4329648077217,Unknown,Unknown
12630.0,SAMPARKRANTH,HAZRAT NIZAMUDDIN,YESVANTPUR .,2159.966,35.91027778,586.7427649107999,Unknown,Unknown
12631.0,MS-TEN NELLA,CHENNAI EGMORE,TIRUNELVELI,621.565,10.14194444,589.5380894425908,Tamil Nadu,Unknown
12632.0,TEN-MS NELLA,TIRUNELVELI,CHENNAI EGMORE,622.222,9.994444444,344.3978709035794,Unknown,Tamil Nadu
12633.0,MS-CAPE EXP.,CHENNAI EGMORE,KANNIYAKUMARI,704.141,11.46916667,568.6485161026224,Tamil Nadu,Unknown
12634.0,CAPE-MS EXP.,KANNIYAKUMARI,CHENNAI EGMORE,704.679,11.30027778,505.40977470753097,Unknown,Tamil Nadu
12635.0,MS-MDU VAIGA,CHENNAI EGMORE,MADURAI,456.056,7.836666667,115.00115828153312,Tamil Nadu,Unknown
12636.0,MDU-MS VAIGA,MADURAI,CHENNAI EGMORE,456.329,7.68,526.8497645972107,Unknown,Tamil Nadu
12637.0,PANDIAN EXP,CHENNAI EGMORE,MADURAI,456.056,7.836666667,352.0041832129068,Tamil Nadu,Unknown
12638.0,MDU-MS PANDI,MADURAI,CHENNAI EGMORE,456.329,7.68,375.2558703050927,Unknown,Tamil Nadu
12639.0,MAS-SBC BRIN,CHENNAI CENTRAL,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),352.825,7.346944444,521.195181436942,Tamil Nadu,Unknown
12640.0,SBC-MAS BRIN,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),CHENNAI CENTRAL,349.821,7.148055556,133.53009051859905,Unknown,Tamil Nadu
12641.0,CAPE- NZM TI,KANNIYAKUMARI,HAZRAT NIZAMUDDIN,2789.682,46.05305556,324.32127062999484,Unknown,Unknown
12642.0,NZM-CAPE THI,HAZRAT NIZAMUDDIN,KANNIYAKUMARI,2820.163,46.54611111,550.0247268363476,Unknown,Unknown
12643.0,NIZAMUDDIN E,TRIVANDRUM CENTRAL,HAZRAT NIZAMUDDIN,2858.177,47.88861111,303.16328840643587,Unknown,Unknown
12644.0,SWARNA JAYAN,HAZRAT NIZAMUDDIN,TRIVANDRUM CENTRAL,2888.743,48.50666667,482.0106023998164,Unknown,Unknown
12645.0,ERS-NZM MILL,ERNAKULAM.,HAZRAT NIZAMUDDIN,2583.49,45.0375,391.92453592500914,Unknown,Unknown
12646.0,ERS-NZM  MIL,HAZRAT NIZAMUDDIN,ERNAKULAM.,2609.199,45.48083333,531.716101006579,Unknown,Unknown
12647.0,KONGU EXPRES,COIMBATORE  .,HAZRAT NIZAMUDDIN,2393.836,41.17472222,225.9455156582628,Unknown,Unknown
12648.0,KONGU EXPRES,HAZRAT NIZAMUDDIN,COIMBATORE  .,2421.765,41.54027778,395.8501692787513,Unknown,Unknown
12649.0,SAMPARKAKRAN,YESVANTPUR .,HAZRAT NIZAMUDDIN,2129.566,35.5475,106.27792124295205,Unknown,Unknown
12650.0,SAMPARKAKRAN,HAZRAT NIZAMUDDIN,YESVANTPUR .,2159.966,35.91027778,220.34986013839367,Unknown,Unknown
12651.0,MDU-NZM  EXP,MADURAI,HAZRAT NIZAMUDDIN,2562.26,42.89027778,476.0632945616766,Unknown,Unknown
12652.0,NZM-MDU EXP.,HAZRAT NIZAMUDDIN,MADURAI,2591.994,43.28166667,74.5799381429448,Unknown,Unknown
12653.0,ROCKFORT EXP,CHENNAI EGMORE,TIRUCHIRAPPALLI .,332.567,5.885,494.2447050377914,Tamil Nadu,Unknown
12654.0,ROCKFORT EXP,TIRUCHIRAPPALLI .,CHENNAI EGMORE,332.842,5.781388889,380.9564211497317,Unknown,Tamil Nadu
12655.0,NAVAJEEVAN E,AHMEDABAD,CHENNAI CENTRAL,1822.508,31.92,629.1117329383463,Unknown,Tamil Nadu
12656.0,NAVAJEEVAN E,CHENNAI CENTRAL,AHMEDABAD,1820.478,31.69833333,375.4594969429705,Tamil Nadu,Unknown
12657.0,MAS-SBC MAIL,CHENNAI CENTRAL,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),352.825,7.346944444,617.4774709227717,Tamil Nadu,Unknown
12658.0,SBC-MAS MAIL,KRANTIVIRA SANGOLLI RAYANNA (BENGALURU STATION),CHENNAI CENTRAL,349.821,7.148055556,555.0720655807818,Unknown,Tamil Nadu
12659.0,NCJ-SHM GURU,NAGERCOIL .,SHALIMAR,246.2110831,3.077638539,298.70288396457096,Unknown,Unknown
12660.0,SHM-NCJ GURU,SHALIMAR,NAGERCOIL .,1422.948674,17.78685843,503.7477863787838,Unknown,Unknown
12661.0,MS-SCT POTHI,CHENNAI EGMORE,SENGOTTAI,646.449,11.37,597.0088971361562,Tamil Nadu,Unknown
12662.0,SCT-MS POTHI,SENGOTTAI,CHENNAI EGMORE,646.914,11.21472222,126.73063009412073,Unknown,Tamil Nadu
12663.0,HWH-TPJ EXPR,HOWRAH .,TIRUCHIRAPPALLI .,1985.723,34.87694444,343.53658817975406,Unknown,Unknown
12664.0,TPJ-HWH EXP,TIRUCHIRAPPALLI .,HOWRAH .,1988.186,34.78888889,260.8253393525404,Unknown,Unknown
12665.0,HWH-CAPE EXP,HOWRAH .,KANNIYAKUMARI,2357.297,40.46166667,263.78243600325845,Unknown,Unknown
12666.0,CAPE HWH EXP,KANNIYAKUMARI,HOWRAH .,2360.023,40.30777778,374.0497049997586,Unknown,Unknown
12667.0,MS-NCJ EXP.,CHENNAI EGMORE,NAGERCOIL .,702.923,11.53777778,232.6020095841517,Tamil Nadu,Unknown
12668.0,NCJ-MS EXP.,NAGERCOIL .,CHENNAI EGMORE,703.0,11.38583333,303.3770442117274,Unknown,Tamil Nadu
12669.0,MAS-CPR GANG,CHENNAI CENTRAL,CHHAPRA .,2080.154,37.33472222,332.2152946929276,Tamil Nadu,Unknown
12670.0,CPR-MAS GANG,CHHAPRA .,CHENNAI CENTRAL,2084.249,37.2775,78.08142612416431,Unknown,Tamil Nadu
12671.0,MAS-MTP NILA,CHENNAI CENTRAL,METTUPALAIYAM .,506.94,9.216111111,365.7796343947565,Tamil Nadu,Unknown
12672.0,MTP-MAS NILA,METTUPALAIYAM .,CHENNAI CENTRAL,505.517,9.002222222,695.9510362968075,Unknown,Tamil Nadu
12673.0,MAS-CBE CHER,CHENNAI CENTRAL,COIMBATORE  .,508.368,9.183888889,410.5559199236144,Tamil Nadu,Unknown
12674.0,CBE-MAS CHER,COIMBATORE  .,CHENNAI CENTRAL,507.141,8.9725,574.927024519208,Unknown,Tamil Nadu
